rownum,sno,CUI1,CUI2
5657,57,C2666051,C3773419
5658,58,C1500305,C2715981
5659,59,C1935330,C3609725
5660,60,C2945905,C3243754
5661,61,C1372253,C3563679
5662,62,C3392420,C3438138
5663,63,C3216067,C3940363
5664,64,C1327087,C3215258
5665,65,C1518539,C2423912
5666,66,C2361244,C3949674
5667,67,C0644480,C3758430
5668,68,C0315233,C3028269
5669,69,C3269586,C3699135
5670,0,C0445487,C3550079
5671,1,C0908582,C0925094
5672,2,C1257978,C1953566
5673,3,C1327682,C3230381
5674,4,C0375484,C0695096
5675,5,C0942784,C1186160
5676,6,C1529822,C3270908
5677,7,C1984558,C2494077
5678,8,C1439155,C3542080
5679,9,C2280639,C2351907
5680,10,C2481867,C2521496
5681,11,C2352469,C3166335
5682,12,C1679299,C3455839
5683,13,C0737069,C1934681
5684,14,C0223254,C2437316
5685,15,C2292814,C2779766
5686,16,C0159790,C3117415
5687,17,C0683439,C3083784
5688,18,C0664854,C3059585
5689,19,C2618630,C2735828
5690,20,C1212125,C1246474
5691,21,C1420940,C3470536
5692,22,C3727660,C3846361
5693,23,C2637729,C2820002
5694,24,C1043535,C1956538
5695,25,C0527549,C1456235
5696,26,C1050537,C1414599
5697,27,C0071925,C0980005
5698,28,C1053954,C2557963
5699,29,C2614738,C2621204
5700,30,C1136031,C3024405
5701,31,C1598839,C2402600
5702,32,C2659350,C2713017
5703,33,C0364145,C3018622
5704,34,C1328871,C1670539
5705,35,C0722991,C3751590
5706,36,C1531137,C1971385
5707,37,C1426092,C2574146
5708,38,C1850450,C2377469
5709,39,C3278340,C3857461
5710,40,C1846878,C3504870
5711,41,C0604800,C0658745
5712,42,C0088421,C3404681
5713,43,C1061552,C3061584
5714,44,C4021223,C4045141
5715,45,C2288152,C3012874
5716,46,C1011244,C1325193
5717,47,C1492563,C3722432
5718,48,C3157057,C3784583
5719,49,C0318727,C3533094
5720,50,C1020378,C3023109
5721,51,C1351932,C4025090
5722,52,C1065262,C1567756
5723,53,C1027128,C3620201
5724,54,C0719199,C2779874
5725,55,C2578549,C3849833
5726,56,C0909958,C2327883
5727,57,C0804840,C1676111
5728,58,C1646451,C1906330
5729,59,C2479466,C3314994
5730,60,C3052521,C3785387
5731,61,C0631578,C2479863
5732,62,C3485678,C3735748
5733,63,C0949953,C3635599
5734,64,C1666731,C2554446
5735,65,C2412470,C3982949
5736,66,C1855028,C2637244
5737,67,C0786562,C1289490
5738,68,C2638060,C3808228
5739,69,C3291331,C3613961
5740,0,C3028906,C3890395
5741,1,C1657596,C3002775
5742,2,C0484759,C3852361
5743,3,C1112174,C1854260
5744,4,C1935579,C4016912
5745,5,C1031059,C1368201
5746,6,C1450361,C2618336
5747,7,C1628831,C1846659
5748,8,C0223966,C2543154
5749,9,C1384357,C1531432
5750,10,C1505818,C2719968
5751,11,C1122503,C1985170
5752,12,C3017311,C3812965
5753,13,C2982088,C3594269
5754,14,C0333904,C1197943
5755,15,C0101977,C2280697
5756,16,C1248367,C1364876
5757,17,C0206825,C3364959
5758,18,C1237634,C3882827
5759,19,C1940902,C3616385
5760,20,C2369862,C3123534
5761,21,C2765399,C3714662
5762,22,C3542799,C3998525
5763,23,C2136851,C3158745
5764,24,C0265675,C3092405
5765,25,C1268161,C1871772
5766,26,C0941854,C1022615
5767,27,C3430200,C3559475
5768,28,C2409079,C3364068
5769,29,C2917456,C3665038
5770,30,C0819970,C2512503
5771,31,C3309717,C3914654
5772,32,C2949846,C3749602
5773,33,C3629134,C3739586
5774,34,C0933891,C3126666
5775,35,C1660391,C3156358
5776,36,C0600684,C3276720
5777,37,C1415956,C1892973
5778,38,C0890275,C3741694
5779,39,C0597653,C1915486
5780,40,C0989246,C3053469
5781,41,C1970708,C2410619
5782,42,C0829273,C1446827
5783,43,C0810164,C3218055
5784,44,C1930030,C1940372
5785,45,C3339283,C3658120
5786,46,C1228151,C3943361
5787,47,C0349966,C0979384
5788,48,C2425138,C2598140
5789,49,C3324410,C3934538
5790,50,C2340330,C3166180
5791,51,C0318248,C3217971
5792,52,C1176408,C3531520
5793,53,C0040242,C1651699
5794,54,C2437367,C2742085
5795,55,C1168647,C3487147
5796,56,C1956356,C2393432
5797,57,C1015558,C2243063
5798,58,C2816776,C3111069
5799,59,C3024956,C3871160
5800,60,C1439626,C2497775
5801,61,C3206082,C3809855
5802,62,C0792842,C3626070
5803,63,C3425379,C3616999
5804,64,C0834182,C1512818
5805,65,C1175404,C1550982
5806,66,C2408852,C3214200
5807,67,C1007245,C3233358
5808,68,C2316369,C3843466
5809,69,C1422004,C1899419
5810,0,C3583863,C3711361
5811,1,C1454122,C3722861
5812,2,C0693770,C1147062
5813,3,C1443014,C2505429
5814,4,C0616519,C2800913
5815,5,C2435470,C2512251
5816,6,C0067561,C3386945
5817,7,C3145566,C4015877
5818,8,C2644354,C3973301
5819,9,C0492646,C3941571
5820,10,C2933843,C3005277
5821,11,C0624257,C2553748
5822,12,C0216381,C1893972
5823,13,C0836313,C2690144
5824,14,C2524940,C2554128
5825,15,C2497121,C2942917
5826,16,C0500019,C1047231
5827,17,C2640716,C2744908
5828,18,C1378485,C2416609
5829,19,C0281699,C3781372
5830,20,C1896495,C1903364
5831,21,C2638661,C3335151
5832,22,C3347698,C3943901
5833,23,C0976639,C3221088
5834,24,C0140223,C0610848
5835,25,C0449963,C3857733
5836,26,C0123799,C1684971
5837,27,C2493358,C2803202
5838,28,C0043303,C1309766
5839,29,C0489056,C1012181
5840,30,C1308142,C3045942
5841,31,C0029664,C3888246
5842,32,C1856486,C3789673
5843,33,C2815821,C3165794
5844,34,C0943341,C2622013
5845,35,C1572225,C2687100
5846,36,C0413512,C0699916
5847,37,C1818359,C3430882
5848,38,C1717092,C2794118
5849,39,C1490031,C3161362
5850,40,C0272348,C3804858
5851,41,C2667890,C3220907
5852,42,C1005856,C2299592
5853,43,C2432933,C2475057
5854,44,C0002722,C3652115
5855,45,C0835280,C1329741
5856,46,C0802996,C3148076
5857,47,C0260910,C1466285
5858,48,C0680228,C1636950
5859,49,C0161617,C0942473
5860,50,C1540661,C1958229
5861,51,C0328330,C2328231
5862,52,C0249964,C2514086
5863,53,C0490414,C1464844
5864,54,C0088075,C1001840
5865,55,C1901743,C2334926
5866,56,C0741396,C0957941
5867,57,C1911388,C3096569
5868,58,C3008001,C3955421
5869,59,C1204252,C1684958
5870,60,C1463749,C2986995
5871,61,C2804717,C2960508
5872,62,C0334026,C2979982
5873,63,C0222359,C1920517
5874,64,C1644160,C2763517
5875,65,C1076418,C3050551
5876,66,C1529781,C4020895
5877,67,C2311645,C2445694
5878,68,C1470453,C2817146
5879,69,C2972887,C3898719
5880,0,C0809936,C2325022
5881,1,C1326913,C3390116
5882,2,C1203202,C2771031
5883,3,C2002125,C3919581
5884,4,C0500497,C1952933
5885,5,C2487797,C3553644
5886,6,C1221343,C3885925
5887,7,C3851331,C3897946
5888,8,C0940830,C3913136
5889,9,C1043825,C4018226
5890,10,C2501029,C3974528
5891,11,C2599877,C3171737
5892,12,C0146650,C1908962
5893,13,C0356814,C2259316
5894,14,C1415498,C3577743
5895,15,C2539347,C3234630
5896,16,C1202569,C3030199
5897,17,C0154336,C1818142
5898,18,C0447012,C1421486
5899,19,C0023681,C3434024
5900,20,C1301584,C2295790
5901,21,C0381107,C3101077
5902,22,C1193429,C3422588
5903,23,C1852297,C3941873
5904,24,C0506321,C2391152
5905,25,C0611284,C2818414
5906,26,C0991878,C1699221
5907,27,C0601890,C0769522
5908,28,C3596196,C4011789
5909,29,C1212097,C3488194
5910,30,C0046943,C3313403
5911,31,C1170552,C3930016
5912,32,C0206170,C0681261
5913,33,C1468989,C2548390
5914,34,C1451946,C3562892
5915,35,C3060247,C3357118
5916,36,C0266053,C3604453
5917,37,C1013122,C2781702
5918,38,C2288286,C3488640
5919,39,C2326855,C3535538
5920,40,C0960778,C1523918
5921,41,C0734284,C0857372
5922,42,C0005138,C1569006
5923,43,C2346020,C2352963
5924,44,C0394932,C3147581
5925,45,C0759286,C1055691
5926,46,C2481750,C3347927
5927,47,C0061869,C2673039
5928,48,C0187075,C2764896
5929,49,C2313847,C3935447
5930,50,C1557225,C2598242
5931,51,C1240834,C2641500
5932,52,C0528432,C3982447
5933,53,C2948092,C3497440
5934,54,C1057990,C3316977
5935,55,C2521043,C3932313
5936,56,C1072878,C1629676
5937,57,C0611726,C0666463
5938,58,C0124742,C4026856
5939,59,C2404978,C2419224
5940,60,C0615335,C2470873
5941,61,C1035678,C3607075
5942,62,C0832543,C4004815
5943,63,C0805625,C2757570
5944,64,C1721870,C2332474
5945,65,C1035455,C1524397
5946,66,C0680940,C3871930
5947,67,C1036481,C1840876
5948,68,C3083620,C3090579
5949,69,C0158548,C0384585
5950,0,C1520313,C3997199
5951,1,C0739805,C0960083
5952,2,C2544145,C3613057
5953,3,C0999780,C3793165
5954,4,C1143948,C3767152
5955,5,C3656727,C3763082
5956,6,C0460094,C3953601
5957,7,C3038693,C3621519
5958,8,C1942902,C2456744
5959,9,C0305789,C1062082
5960,10,C1165312,C3096593
5961,11,C0445332,C1046559
5962,12,C0942167,C3771324
5963,13,C1159171,C1370569
5964,14,C0826565,C2289633
5965,15,C3155448,C3631816
5966,16,C0038902,C0634861
5967,17,C0016466,C1617862
5968,18,C1820015,C3542800
5969,19,C1543621,C1835615
5970,20,C2372801,C2472991
5971,21,C1676417,C1714900
5972,22,C1246677,C1661275
5973,23,C1036526,C1469056
5974,24,C1690807,C1702442
5975,25,C1577870,C2395218
5976,26,C0427944,C3041355
5977,27,C0333343,C0814494
5978,28,C1195090,C1840722
5979,29,C2333152,C2542003
5980,30,C1346691,C3443220
5981,31,C0763832,C3116728
5982,32,C2292972,C2717580
5983,33,C1991616,C3914620
5984,34,C3493405,C3596984
5985,35,C0915031,C2445278
5986,36,C2002962,C3898950
5987,37,C3099402,C3450913
5988,38,C2303524,C3946110
5989,39,C0229186,C2273200
5990,40,C1611012,C1941560
5991,41,C1040103,C2604067
5992,42,C1429843,C3066758
5993,43,C1924535,C2662683
5994,44,C0075053,C4025209
5995,45,C2616412,C3794187
5996,46,C2274269,C2458549
5997,47,C1678461,C3332085
5998,48,C2628291,C3607614
5999,49,C0682544,C1937657
6000,50,C1888245,C3006931
6001,51,C3005480,C3566270
6002,52,C1289575,C3290556
6003,53,C1684439,C3368799
6004,54,C0387313,C1502395
6005,55,C0129935,C1058336
6006,56,C0375376,C2310496
6007,57,C2399973,C3968608
6008,58,C0627471,C2565504
6009,59,C1198799,C2809904
6010,60,C1133116,C1622999
6011,61,C1924617,C3786317
6012,62,C2282179,C2918630
6013,63,C2803769,C3805424
6014,64,C3077244,C3970282
6015,65,C3127428,C3615059
6016,66,C1067666,C1158313
6017,67,C3610247,C3981474
6018,68,C0080020,C3740866
6019,69,C0485230,C1888490
6020,0,C1057102,C2294989
6021,1,C2973166,C3776379
6022,2,C0716361,C3745668
6023,3,C2385450,C3491801
6024,4,C2451389,C2684490
6025,5,C0892223,C3044427
6026,6,C0644088,C0667428
6027,7,C3956913,C3969021
6028,8,C3895121,C4013983
6029,9,C0646562,C2933120
6030,10,C0504124,C3178247
6031,11,C2748586,C3112272
6032,12,C2535448,C3584074
6033,13,C3961956,C4035669
6034,14,C0914737,C3545167
6035,15,C1068921,C1238345
6036,16,C2771498,C3494409
6037,17,C3541997,C4013653
6038,18,C1665909,C2790599
6039,19,C3322247,C3372668
6040,20,C0188396,C1978471
6041,21,C0251940,C0644915
6042,22,C1894510,C3015814
6043,23,C3951467,C3998157
6044,24,C3120149,C3869649
6045,25,C1227880,C3653301
6046,26,C0951958,C2815388
6047,27,C0210788,C1319178
6048,28,C1316620,C2739970
6049,29,C0030149,C3448517
6050,30,C1914247,C2778464
6051,31,C2934177,C3011155
6052,32,C2997894,C3491403
6053,33,C0756583,C2645395
6054,34,C0044064,C3793263
6055,35,C1134000,C1863189
6056,36,C0721028,C3125920
6057,37,C0287120,C2679481
6058,38,C1007919,C1639812
6059,39,C0801235,C1112432
6060,40,C1715200,C2389433
6061,41,C2566652,C3917621
6062,42,C1947668,C3756449
6063,43,C2529758,C3533408
6064,44,C3797106,C3995701
6065,45,C0749647,C2385841
6066,46,C0485773,C2463728
6067,47,C1470102,C1847178
6068,48,C0022964,C3581295
6069,49,C0015951,C2381629
6070,50,C0199119,C1901294
6071,51,C3920101,C3943119
6072,52,C0762110,C2742692
6073,53,C1464905,C3991296
6074,54,C1881544,C2531518
6075,55,C2651886,C3341677
6076,56,C1335015,C1903967
6077,57,C0601634,C2634745
6078,58,C1327567,C3062120
6079,59,C2652036,C2772653
6080,60,C2813203,C3013584
6081,61,C1904469,C2548172
6082,62,C1248877,C2709366
6083,63,C2569209,C3773443
6084,64,C1051004,C3602037
6085,65,C1473652,C3912157
6086,66,C0723578,C0957116
6087,67,C0286922,C3118705
6088,68,C0339866,C0390815
6089,69,C0018674,C3729061
6090,0,C0833033,C1993586
6091,1,C0801194,C3994312
6092,2,C0683709,C3277840
6093,3,C2340120,C2379215
6094,4,C0869062,C2351247
6095,5,C1753290,C3810612
6096,6,C3130136,C3952172
6097,7,C1557287,C2673302
6098,8,C1617344,C2609997
6099,9,C1561190,C3429329
6100,10,C1650303,C2572168
6101,11,C0362464,C2813394
6102,12,C0638466,C3391719
6103,13,C2422006,C2540862
6104,14,C0122187,C2801229
6105,15,C1817928,C2733732
6106,16,C0608473,C2270254
6107,17,C0331622,C2776482
6108,18,C1212014,C1478102
6109,19,C1699406,C2583859
6110,20,C1518378,C2989147
6111,21,C2460562,C3640939
6112,22,C0122445,C3888239
6113,23,C3099062,C3173950
6114,24,C0266166,C2994209
6115,25,C0641915,C2723490
6116,26,C2292430,C3074208
6117,27,C1289113,C2504694
6118,28,C0920833,C3721766
6119,29,C2507255,C3654206
6120,30,C3575296,C3802654
6121,31,C0969025,C1461020
6122,32,C1467959,C1599687
6123,33,C2646173,C3045860
6124,34,C2555109,C2808962
6125,35,C0327715,C0635925
6126,36,C1132363,C1288984
6127,37,C1714809,C2798238
6128,38,C0255669,C3492557
6129,39,C3258668,C3379864
6130,40,C2724930,C3342495
6131,41,C0062958,C3568250
6132,42,C1017601,C2947059
6133,43,C1564032,C2923988
6134,44,C0250597,C1332957
6135,45,C1403321,C2773288
6136,46,C0299601,C1475747
6137,47,C3447838,C4014635
6138,48,C1007732,C2677235
6139,49,C1688102,C3892486
6140,50,C3561223,C3607776
6141,51,C0030174,C1036391
6142,52,C0813125,C1529167
6143,53,C2453072,C2667366
6144,54,C2297757,C3330531
6145,55,C3015004,C3114064
6146,56,C0229800,C1200230
6147,57,C1543307,C2444761
6148,58,C2761048,C3724979
6149,59,C0542130,C1616301
6150,60,C1817694,C2350699
6151,61,C1462259,C3932371
6152,62,C1978684,C2782820
6153,63,C2496818,C3217772
6154,64,C2638550,C3908156
6155,65,C1384671,C3431060
6156,66,C1522911,C3401075
6157,67,C2336727,C3491613
6158,68,C1826498,C3960870
6159,69,C0133113,C1566982
6160,0,C2688470,C3120585
6161,1,C2272057,C2406289
6162,2,C2823462,C3272054
6163,3,C1867923,C2825774
6164,4,C2283466,C3549313
6165,5,C0989995,C2638875
6166,6,C2450344,C2660623
6167,7,C1529317,C3126214
6168,8,C1574398,C2253919
6169,9,C1649059,C1719397
6170,10,C0540576,C2476279
6171,11,C0933689,C1473687
6172,12,C0708900,C1187516
6173,13,C0996526,C2620711
6174,14,C0426733,C3996581
6175,15,C0660964,C3333164
6176,16,C1088277,C1500847
6177,17,C1211996,C1886753
6178,18,C1646869,C2611576
6179,19,C1701771,C3271493
6180,20,C0961098,C3322049
6181,21,C0591704,C3948784
6182,22,C1690675,C1953405
6183,23,C2931516,C3744842
6184,24,C2325721,C3160286
6185,25,C0551078,C3111876
6186,26,C2426931,C3743002
6187,27,C0822649,C1032317
6188,28,C3592529,C3699883
6189,29,C3610266,C3792369
6190,30,C0498756,C3845723
6191,31,C2504418,C3577638
6192,32,C3133073,C3981262
6193,33,C0055352,C3346101
6194,34,C1707803,C3406376
6195,35,C3045152,C3967740
6196,36,C0283318,C2633745
6197,37,C2259785,C3112404
6198,38,C2495505,C3023457
6199,39,C3762340,C3907245
6200,40,C0488000,C0925613
6201,41,C1483819,C2709243
6202,42,C0923574,C3829983
6203,43,C1215910,C3625188
6204,44,C0677673,C2799956
6205,45,C1514218,C3006477
6206,46,C1630175,C3915435
6207,47,C1154347,C2786919
6208,48,C2435933,C2938522
6209,49,C1239049,C2490025
6210,50,C1116194,C2926668
6211,51,C0064752,C1897954
6212,52,C0064880,C2923285
6213,53,C2438892,C2714041
6214,54,C2377795,C4020806
6215,55,C0869308,C1554408
6216,56,C0254419,C3314260
6217,57,C3122686,C3845280
6218,58,C2437314,C2828158
6219,59,C0695652,C2610509
6220,60,C0102169,C3904196
6221,61,C2409065,C3068459
6222,62,C2441699,C2826893
6223,63,C2240008,C2467482
6224,64,C0805148,C2674795
6225,65,C0675432,C3074138
6226,66,C3761636,C3901854
6227,67,C1327857,C2953328
6228,68,C1496924,C3660667
6229,69,C3529175,C3656850
6230,0,C0953487,C1717975
6231,1,C1913749,C3989337
6232,2,C0781573,C2278050
6233,3,C1500993,C1648746
6234,4,C2418822,C2930049
6235,5,C1917736,C3387969
6236,6,C0281940,C3845629
6237,7,C2759672,C3336921
6238,8,C0699532,C1835010
6239,9,C1186177,C1449668
6240,10,C0764949,C3721802
6241,11,C2442695,C3834025
6242,12,C0670371,C3848302
6243,13,C1831187,C3800775
6244,14,C1641359,C2510967
6245,15,C0889395,C3226134
6246,16,C1527042,C2777346
6247,17,C2937319,C3078368
6248,18,C0963618,C2522056
6249,19,C1154761,C3637383
6250,20,C2280846,C3529830
6251,21,C0370744,C0609596
6252,22,C2799533,C3271829
6253,23,C2718211,C3282124
6254,24,C1676581,C1677847
6255,25,C2338227,C2376942
6256,26,C1076217,C3373957
6257,27,C1905654,C3788514
6258,28,C1069767,C1645452
6259,29,C2379194,C2466496
6260,30,C1867487,C2352822
6261,31,C0911314,C3993859
6262,32,C0178666,C2000614
6263,33,C1880764,C3766487
6264,34,C1484357,C3593085
6265,35,C0628602,C1566852
6266,36,C0530086,C3505287
6267,37,C3567023,C3817923
6268,38,C2305548,C3364743
6269,39,C1623569,C3047911
6270,40,C0914998,C1681251
6271,41,C1365290,C2400193
6272,42,C1225542,C1954325
6273,43,C0068601,C1039409
6274,44,C0636747,C1415726
6275,45,C0346772,C3580542
6276,46,C2528770,C4001141
6277,47,C0448677,C1368761
6278,48,C2419240,C3118879
6279,49,C1873940,C3885977
6280,50,C1424661,C4015357
6281,51,C2598062,C2650172
6282,52,C0139360,C1993980
6283,53,C0070476,C1946568
6284,54,C0094940,C1023041
6285,55,C2636363,C3398076
6286,56,C2583688,C3966012
6287,57,C1630842,C3728320
6288,58,C1566844,C3759096
6289,59,C3947122,C3972216
6290,60,C1132085,C2951640
6291,61,C0917814,C2645322
6292,62,C0736491,C1114172
6293,63,C1131192,C3013422
6294,64,C3057610,C3797924
6295,65,C0812668,C2477761
6296,66,C1350044,C3817265
6297,67,C2559494,C3573883
6298,68,C0789818,C1642194
6299,69,C1673966,C3692721
6300,0,C2762453,C3093108
6301,1,C1315500,C3080410
6302,2,C1433437,C3749369
6303,3,C3635887,C3871984
6304,4,C1246133,C2692856
6305,5,C1148306,C1689298
6306,6,C1225068,C1419868
6307,7,C1238682,C3909429
6308,8,C1433033,C1459354
6309,9,C2285053,C3994481
6310,10,C0360105,C1089386
6311,11,C0879947,C1145937
6312,12,C1864712,C2282144
6313,13,C1150882,C3153628
6314,14,C0207827,C2817049
6315,15,C2615001,C2622839
6316,16,C3254833,C3322979
6317,17,C3360827,C3409514
6318,18,C3114737,C3985867
6319,19,C1311435,C3979517
6320,20,C1284421,C3029543
6321,21,C0891560,C1316470
6322,22,C1082609,C3047453
6323,23,C1085247,C2757442
6324,24,C1556419,C2521471
6325,25,C1716667,C1861362
6326,26,C0171027,C2379317
6327,27,C3134392,C3470597
6328,28,C1897013,C4016428
6329,29,C2798876,C3846950
6330,30,C1089078,C3871150
6331,31,C1048943,C3135897
6332,32,C3153671,C3926422
6333,33,C2772156,C3613469
6334,34,C2679628,C3640459
6335,35,C2492331,C3103077
6336,36,C1992659,C3053419
6337,37,C2456045,C2576871
6338,38,C3370679,C3855803
6339,39,C0684315,C0834564
6340,40,C0130504,C3236363
6341,41,C0325553,C1258159
6342,42,C0881148,C2564300
6343,43,C2564491,C3439485
6344,44,C2543215,C3169914
6345,45,C2437073,C3022458
6346,46,C0803544,C1643715
6347,47,C1818139,C2396442
6348,48,C3429821,C3842884
6349,49,C1849541,C3486214
6350,50,C0771742,C3108331
6351,51,C0055643,C3027315
6352,52,C2675729,C3737090
6353,53,C1431424,C3571727
6354,54,C3124990,C3260393
6355,55,C0947661,C1323994
6356,56,C2731503,C3397460
6357,57,C3161154,C3998530
6358,58,C0914066,C3135028
6359,59,C1974160,C2275250
6360,60,C1544052,C1564347
6361,61,C0649317,C1064698
6362,62,C0482754,C1931126
6363,63,C1194920,C3432451
6364,64,C3078043,C3575658
6365,65,C0825170,C1458250
6366,66,C3999919,C4024729
6367,67,C0716361,C3047904
6368,68,C1516337,C3967994
6369,69,C2978954,C3010130
6370,0,C1072840,C1506880
6371,1,C0758365,C3359785
6372,2,C0710961,C1327973
6373,3,C1149661,C2702180
6374,4,C3905141,C3974663
6375,5,C1438163,C2716893
6376,6,C0932187,C3106244
6377,7,C0027645,C3921538
6378,8,C2953914,C3442305
6379,9,C1679607,C3415834
6380,10,C3737156,C3870646
6381,11,C0294855,C3112820
6382,12,C1097128,C2542274
6383,13,C1229291,C2382851
6384,14,C2662821,C3234410
6385,15,C0505336,C1515418
6386,16,C0153749,C3936358
6387,17,C0001079,C2945516
6388,18,C2741271,C3813984
6389,19,C2068131,C3894382
6390,20,C0507069,C2994700
6391,21,C0590683,C2569429
6392,22,C1146346,C2399065
6393,23,C2092253,C2652614
6394,24,C2470557,C3159326
6395,25,C0799152,C2820152
6396,26,C2953522,C3977300
6397,27,C1491438,C3562311
6398,28,C0800950,C1279371
6399,29,C3010170,C3924564
6400,30,C2519571,C3742298
6401,31,C1448140,C3924779
6402,32,C2283897,C3772571
6403,33,C2964313,C3644494
6404,34,C1913981,C3770473
6405,35,C1963286,C3933286
6406,36,C0914326,C0931704
6407,37,C1943344,C3350978
6408,38,C1925651,C3726716
6409,39,C1463725,C3533830
6410,40,C1967948,C2397294
6411,41,C2270569,C3994654
6412,42,C2631752,C3531181
6413,43,C1201018,C1441688
6414,44,C1483848,C1485664
6415,45,C0631046,C3825366
6416,46,C1450234,C1549098
6417,47,C0366170,C2333799
6418,48,C1826724,C2323104
6419,49,C2444520,C3635439
6420,50,C0278878,C3852507
6421,51,C0030671,C3364077
6422,52,C1057683,C1334188
6423,53,C0816741,C1011531
6424,54,C1077154,C2820873
6425,55,C0887142,C3948942
6426,56,C1820065,C2357017
6427,57,C0651371,C1624441
6428,58,C1194365,C1506981
6429,59,C1900729,C3429726
6430,60,C0265240,C2581064
6431,61,C1025081,C1902192
6432,62,C1415582,C3223305
6433,63,C0395653,C0920908
6434,64,C1228405,C3171142
6435,65,C1703355,C3844029
6436,66,C2355380,C2620704
6437,67,C0879860,C3373936
6438,68,C0709158,C3748459
6439,69,C1020863,C1507449
6440,0,C1159346,C2542628
6441,1,C0637767,C3150510
6442,2,C1195548,C3393144
6443,3,C0657239,C1525457
6444,4,C0881684,C3721431
6445,5,C2723697,C3592310
6446,6,C1599010,C3324486
6447,7,C2823562,C3428484
6448,8,C0069078,C2793250
6449,9,C1230071,C2667312
6450,10,C1722214,C1831882
6451,11,C0978577,C3859789
6452,12,C1225673,C1939732
6453,13,C0240553,C3007639
6454,14,C3579430,C3847578
6455,15,C1895783,C3626319
6456,16,C0108138,C1705386
6457,17,C1721774,C3166627
6458,18,C0880714,C1659411
6459,19,C1484935,C2445648
6460,20,C1830239,C3230899
6461,21,C2305972,C3099922
6462,22,C0101984,C1199029
6463,23,C0505373,C3850978
6464,24,C2726782,C3721204
6465,25,C0545794,C1188150
6466,26,C3717233,C4020067
6467,27,C3223618,C3891183
6468,28,C1014337,C2414591
6469,29,C1196780,C3809214
6470,30,C1666554,C1819784
6471,31,C1416064,C1863570
6472,32,C1174141,C3396468
6473,33,C2310526,C2628117
6474,34,C2934346,C3929506
6475,35,C1660883,C2619450
6476,36,C1507112,C2281244
6477,37,C1202005,C3693074
6478,38,C0801565,C3173711
6479,39,C2216155,C3785691
6480,40,C3474070,C3893345
6481,41,C1157131,C2752681
6482,42,C0925196,C1421824
6483,43,C3467649,C3926035
6484,44,C0345789,C2694549
6485,45,C1367815,C2768789
6486,46,C2775336,C2943262
6487,47,C2807440,C3089911
6488,48,C0820654,C1716348
6489,49,C0975852,C3986796
6490,50,C2818390,C4046082
6491,51,C3044282,C3469613
6492,52,C0952406,C2628699
6493,53,C2790507,C2951828
6494,54,C3014437,C3094312
6495,55,C0959550,C3761319
6496,56,C2952848,C3386971
6497,57,C0997483,C3996348
6498,58,C1848104,C2779898
6499,59,C1056524,C3634382
6500,60,C0070201,C1903564
6501,61,C0264455,C0682210
6502,62,C1630891,C3470751
6503,63,C3078230,C3726676
6504,64,C0247653,C1968379
6505,65,C0247656,C3975702
6506,66,C1022216,C1466045
6507,67,C3259795,C3969053
6508,68,C0819619,C1217910
6509,69,C0864133,C3909962
6510,0,C1651868,C3093154
6511,1,C0964364,C1927859
6512,2,C1310002,C1437304
6513,3,C2368797,C2649557
6514,4,C1434490,C3018227
6515,5,C2327157,C3907723
6516,6,C2400864,C2577370
6517,7,C2416951,C2629547
6518,8,C0801283,C2694853
6519,9,C3605684,C3764118
6520,10,C1867796,C3421250
6521,11,C1512140,C2665183
6522,12,C1537008,C2290399
6523,13,C2485107,C2540228
6524,14,C1421699,C3235157
6525,15,C0870994,C1499848
6526,16,C1668705,C2072652
6527,17,C0486820,C1869262
6528,18,C0059694,C3576368
6529,19,C1738025,C2827739
6530,20,C0804959,C2823487
6531,21,C0759498,C3482545
6532,22,C3346205,C3353579
6533,23,C1610402,C1849954
6534,24,C1124891,C3985039
6535,25,C1602202,C2762895
6536,26,C2712857,C2951500
6537,27,C0375185,C3086973
6538,28,C0932824,C3383445
6539,29,C1136918,C1920104
6540,30,C1218885,C4015065
6541,31,C1596574,C2639017
6542,32,C2648870,C2724185
6543,33,C2469217,C2526012
6544,34,C1080989,C1544017
6545,35,C0787360,C1364915
6546,36,C1471972,C2554921
6547,37,C0932876,C3125875
6548,38,C0607527,C2481795
6549,39,C1922239,C3027095
6550,40,C2373239,C2532081
6551,41,C2776912,C2785977
6552,42,C1508711,C3031018
6553,43,C0265101,C1983804
6554,44,C0819118,C3369088
6555,45,C0331315,C0984828
6556,46,C0364159,C0602390
6557,47,C0500372,C2730229
6558,48,C1062403,C3484044
6559,49,C1977310,C3342257
6560,50,C0945924,C3274255
6561,51,C1253127,C2649993
6562,52,C1903590,C3831191
6563,53,C0240926,C1545789
6564,54,C2326153,C4042438
6565,55,C0278874,C0928887
6566,56,C0670600,C2277198
6567,57,C0654055,C1636257
6568,58,C0043691,C1450434
6569,59,C2002398,C3756073
6570,60,C0911835,C2613785
6571,61,C0180883,C3823911
6572,62,C3273886,C3367139
6573,63,C1323291,C1990989
6574,64,C1223098,C1823564
6575,65,C0328042,C2996323
6576,66,C2581514,C3398197
6577,67,C0327717,C3178051
6578,68,C2383496,C3336291
6579,69,C1975571,C1977151
6580,0,C3493769,C3774322
6581,1,C1173698,C3568940
6582,2,C0337704,C0798044
6583,3,C0926615,C2314339
6584,4,C3610607,C3695741
6585,5,C1257928,C1819753
6586,6,C0952339,C3955509
6587,7,C1816532,C3809285
6588,8,C1906809,C2513858
